age_range,book_author,rating_count
36-55,Robert E., Md Hales,1
36-55,Robert Earl Keen Jr.,1
36-55,Robert Earl Lee,1
36-55,Robert Eckstein,1
36-55,Robert Edric,1
36-55,Robert Ellsberg,1
36-55,Robert Elmer,1
36-55,Robert Emmett,1
36-55,Robert Eversz,1
36-55,Robert F Young,1
36-55,Robert F. Bennett,1
36-55,Robert F. Kennedy,1
36-55,Robert F. MD Joseph,1
36-55,Robert F. Murphy,1
36-55,Robert F. Young,1
36-55,Robert Falcon Scott,1
36-55,Robert Farris Thompson,1
36-55,Robert Feldman,1
36-55,Robert Fenster,1
36-55,Robert Ferrett,1
36-55,Robert Fisk,1
36-55,Robert Fossier,1
36-55,Robert Frager,1
36-55,Robert Freeman,1
36-55,Robert Friedel,1
36-55,Robert Friedhoffer,1
36-55,Robert Fulford,1
36-55,Robert G. Hagstrom,1
36-55,Robert G. Phelps,1
36-55,Robert Gandt,1
36-55,Robert Garis,1
36-55,Robert Geline,1
36-55,Robert Genn,1
36-55,Robert Gerzon,1
36-55,Robert Gildea,1
36-55,Robert Glatzer,1
36-55,Robert Gleason,1
36-55,Robert Goldston,1
36-55,Robert Gover,1
36-55,Robert Grant,1
36-55,Robert Greene,1
36-55,Robert Groth,1
36-55,Robert H Schuller,1
36-55,Robert H.  Reid,1
36-55,Robert H. Ahrens,1
36-55,Robert H. Blissmer,1
36-55,Robert H. Boyer,1
36-55,Robert H. Boyle,1
36-55,Robert H. Eisenman,1
36-55,Robert H. Kirven,1
36-55,Robert H. Lieberman,1
36-55,Robert H. Perry,1
36-55,Robert H. Phillips,1
36-55,Robert H. Strickland,1
36-55,Robert H., Jr. Waterman,1
36-55,Robert Half,1
36-55,Robert Hamilton,1
36-55,Robert Hancock,1
36-55,Robert Handly,1
36-55,Robert Harbison,1
36-55,Robert Harold. Schuller,1
36-55,Robert Hatch,1
36-55,Robert Hawkins,1
36-55,Robert Hawks,1
36-55,Robert Heady,1
36-55,Robert Heilbrun,1
36-55,Robert Heinich,1
36-55,Robert Hemfelt,1
36-55,Robert Hendrickson,1
36-55,Robert Hickok,1
36-55,Robert Hicks,1
36-55,Robert Hirsch,1
36-55,Robert Hirschfeld,1
36-55,Robert Holder,1
36-55,Robert Holmes,1
36-55,Robert Hoskins,1
36-55,Robert Hunter,1
36-55,Robert Hutchinson,1
36-55,Robert I. C. Fisher,1
36-55,Robert I. Friedman,1
36-55,Robert J Rosenblum,1
36-55,Robert J Steelman,1
36-55,Robert J Travers,1
36-55,Robert J. Benowicz,1
36-55,Robert J. Dvorchak,1
36-55,Robert J. Ferl,1
36-55,Robert J. Klein,1
36-55,Robert J. Lang,1
36-55,Robert J. Lifton,1
36-55,Robert J. MacKenzie Ed.D.,1
36-55,Robert J. Meyers,1
36-55,Robert J. Miller,1
36-55,Robert J. Shiller,1
36-55,Robert J. Shoop,1
36-55,Robert J. Starratt,1
36-55,Robert J. Strand,1
36-55,Robert J. Waller,1
36-55,Robert J., M.D. Weiss,1
36-55,Robert Jeffress,1
36-55,Robert Jervis,1
36-55,Robert Joseph, Antonacci,1
36-55,Robert Jurmain,1
36-55,Robert K. Adair,1
36-55,Robert Kagan,1
36-55,Robert Kalan,1
36-55,Robert Katz,1
36-55,Robert Kearney,1
36-55,Robert Keeshan,1
36-55,Robert Kent,1
36-55,Robert Kimmel-Smith,1
36-55,Robert Kirk,1
36-55,Robert Klein,1
36-55,Robert L Fish,1
36-55,Robert L Hardgrove,1
36-55,Robert L Lehrman,1
36-55,Robert L Lyon,1
36-55,Robert L Pike,1
36-55,Robert L Woolfolk,1
36-55,Robert L. Albrecht,1
36-55,Robert L. Arpin,1
36-55,Robert L. Carroll,1
36-55,Robert L. Chapman,1
36-55,Robert L. Goodman,1
36-55,Robert L. Heilbroner,1
36-55,Robert L. Holt,1
36-55,Robert L. May,1
36-55,Robert L. Park,1
36-55,Robert L. Roy,1
36-55,Robert L. Saucy,1
36-55,Robert L. Vernon,1
36-55,Robert L. Willett,1
36-55,Robert Laguardia,1
36-55,Robert Lalonde,1
36-55,Robert Latham,1
36-55,Robert Lawrence Holt,1
36-55,Robert Le Gall,1
36-55,Robert Le Roy Ripley,1
36-55,Robert Leeson,1
36-55,Robert Leuci,1
36-55,Robert Levering,1
36-55,Robert Lewis,1
36-55,Robert Lewis May,1
36-55,Robert Lewis Stevenson,1
36-55,Robert Lifton,1
36-55,Robert Lipscomb Duncan,1
36-55,Robert Littlewood,1
36-55,Robert Louis Steveanson,1
36-55,Robert Lyn Nelson,1
36-55,Robert Lynd,1
36-55,Robert M Quackenbush,1
36-55,Robert M. Brown,1
36-55,Robert M. Cavallo,1
36-55,Robert M. Gardiner,1
36-55,Robert M. Graham,1
36-55,Robert M. Hazen,1
36-55,Robert M. Jarvis,1
36-55,Robert M. Levine,1
36-55,Robert M. March,1
36-55,Robert M. Martin,1
36-55,Robert M. McClung,1
36-55,Robert M. Utley,1
36-55,Robert M., Jr. Parker,1
36-55,Robert M., M.D. Giller,1
36-55,Robert Mailer Anderson,1
36-55,Robert Marion,1
36-55,Robert Masello,1
36-55,Robert Matero,1
36-55,Robert Mathewson,1
36-55,Robert McCune,1
36-55,Robert Mendelsohn,1
36-55,Robert Merritt,1
36-55,Robert Meyers,1
36-55,Robert Mighall,1
36-55,Robert Mitchum,1
36-55,Robert Morley,1
36-55,Robert Morrison,1
36-55,Robert Moses,1
36-55,Robert Motherwell,1
36-55,Robert N. Skir,1
36-55,Robert Nadeau,1
36-55,Robert Nathan,1
36-55,Robert Neale,1
36-55,Robert Nisbet,1
36-55,Robert O Snelling,1
36-55,Robert O'Riordan,1
36-55,Robert O. Uppgaard DDS,1
36-55,Robert Osserman,1
36-55,Robert P. Morgan,1
36-55,Robert Palmer,1
36-55,Robert Pantell,1
36-55,Robert Payton Moore,1
36-55,Robert Phillips,1
36-55,Robert Plunket,1
36-55,Robert Prescott Walker,1
36-55,Robert Priest,1
36-55,Robert R. Barefoot,1
36-55,Robert R. Davenport,1
36-55,Robert R. Franklin,1
36-55,Robert R. Gillogly,1
36-55,Robert R. Leonhard,1
36-55,Robert R., Ph.D. Blake,1
36-55,Robert Reese,1
36-55,Robert Reeves,1
36-55,Robert Roberts,1
36-55,Robert Rockman,1
36-55,Robert Rodriguez,1
36-55,Robert Rogers Blake,1
36-55,Robert Root-Bernstein,1
36-55,Robert Roper,1
36-55,Robert Rosenberg,1
36-55,Robert Ruark,1
36-55,Robert Rubin,1
36-55,Robert Ruby,1
36-55,Robert Rudolph,1
36-55,Robert S Levinson,1
36-55,Robert S Phillips,1
36-55,Robert S. Anson,1
36-55,Robert S. Craig,1
36-55,Robert S. Kaplan,1
36-55,Robert S. Lubar,1
36-55,Robert S. Richardson,1
36-55,Robert S. Root-Bernstein,1
36-55,Robert S. Rycroft,1
36-55,Robert S. Siegel,1
36-55,Robert S., Dr. Mayer,1
36-55,Robert S., M.D. Eliot,1
36-55,Robert Sabatier,1
36-55,Robert Salkeld,1
36-55,Robert Scheckley,1
36-55,Robert Schmutzler,1
36-55,Robert Sedgewick,1
36-55,Robert Segal,1
36-55,Robert Service,1
36-55,Robert Shank,1
36-55,Robert Sharpe,1
36-55,Robert Sheard,1
36-55,Robert Sheckley (Adapter),1
36-55,Robert Shelton,1
36-55,Robert Sherman Loomis,1
36-55,Robert Sherrill,1
36-55,Robert Simmons,1
36-55,Robert Smith Thompson,1
36-55,Robert Somerlott,1
36-55,Robert Sommer,1
36-55,Robert Spector,1
36-55,Robert St. John,1
36-55,Robert Starer,1
36-55,Robert Sternberg,1
36-55,Robert Stewart,1
36-55,Robert Storr,1
36-55,Robert Stuart Nathan,1
36-55,Robert Subby,1
36-55,Robert Sweetgall,1
36-55,Robert T. Hohler,1
36-55,Robert T. Michael,1
36-55,Robert T. Morrison,1
36-55,Robert T. Orr,1
36-55,Robert Tallon,1
36-55,Robert The,1
36-55,Robert Thomsen,1
36-55,Robert Thornton,1
36-55,Robert Tisserand,1
36-55,Robert Townsend,1
36-55,Robert Tralins,1
36-55,Robert Travers,1
36-55,Robert Treuer,1
36-55,Robert Trumbull,1
36-55,Robert Turner,1
36-55,Robert U Akeret,1
36-55,Robert V. Guthrie,1
36-55,Robert V. Hine,1
36-55,Robert V. Lorenzo,1
36-55,Robert V. Remini,1
36-55,Robert Van De Weyer,1
36-55,Robert Van Kampen,1
36-55,Robert Vickrey,1
36-55,Robert Voy,1
36-55,Robert W. Bone,1
36-55,Robert W. Broomall,1
36-55,Robert W. Dunning,1
36-55,Robert W. Finkel,1
36-55,Robert W. Hill,1
36-55,Robert W. McChesney,1
36-55,Robert W. McKay,1
36-55,Robert W. Snyder,1
36-55,Robert W. Tolf,1
36-55,Robert Wade,1
36-55,Robert Walser,1
36-55,Robert Warren,1
36-55,Robert Wayne McCoy,1
36-55,Robert Wayne Pelton,1
36-55,Robert Werba,1
36-55,Robert William Fogel,1
36-55,Robert Winston,1
36-55,Robert Wintner,1
36-55,Robert Wolf,1
36-55,Robert Woolfolk,1
36-55,Robert Woolley,1
36-55,Robert Wright Campbell,1
36-55,Robert Wyatt,1
36-55,Robert louis Stevenson,1
36-55,Robert, Dr. Hemfelt,1
36-55,Robert, MD Lanza,1
36-55,Roberta  Leigh,1
36-55,Roberta  Roesch,1
36-55,Roberta Allen,1
36-55,Roberta B. Etter,1
36-55,Roberta C. Bondi,1
36-55,Roberta Caploe,1
36-55,Roberta Collier-Morales,1
36-55,Roberta Cray,1
36-55,Roberta Dennis,1
36-55,Roberta Evans,1
36-55,Roberta Gardner,1
36-55,Roberta Hill Whiteman,1
36-55,Roberta Meyer,1
36-55,Roberta Ostroff,1
36-55,Roberta Rogow,1
36-55,Roberta Roleine,1
36-55,Roberta Rubenstein,1
36-55,Roberta Sisco,1
36-55,Roberto G. Fernandez,1
36-55,Roberto Pazzi,1
36-55,Roberts Rugh,1
36-55,Robet Duncan,1
36-55,Robin  Chotzinoff,1
36-55,Robin Allen,1
36-55,Robin Beeman,1
36-55,Robin Behn,1
36-55,Robin Bruce Lockhart,1
36-55,Robin Capon,1
36-55,Robin Carnes,1
36-55,Robin Casarjian,1
36-55,Robin Clarke,1
36-55,Robin Crow,1
36-55,Robin D. Jones,1
36-55,Robin Dalton,1
36-55,Robin Darcey Dennis,1
36-55,Robin Davis,1
36-55,Robin Dexter,1
36-55,Robin Drake,1
36-55,Robin Elliott,1
36-55,Robin Flower,1
36-55,Robin Furth,1
36-55,Robin Gee,1
36-55,Robin Gerber,1
36-55,Robin Goldstein,1
36-55,Robin Griffith-Jones,1
36-55,Robin Hatcher,1
36-55,Robin Heath,1
36-55,Robin Hemley,1
36-55,Robin Henig,1
36-55,Robin James,1
36-55,Robin Karr-Morse,1
36-55,Robin Kinross,1
36-55,Robin Kring,1
36-55,Robin L Stratton,1
36-55,Robin L. Graham,1
36-55,Robin Langley Sommer,1
36-55,Robin Lippincott,1
36-55,Robin Lucas,1
36-55,Robin MacNaughton,1
36-55,Robin Macnaughton,1
36-55,Robin Mattson,1
36-55,Robin May,1
36-55,Robin Neillands,1
36-55,Robin Pulver,1
36-55,Robin R. Meyers,1
36-55,Robin Reilly,1
36-55,Robin Richmond,1
36-55,Robin Ryan,1
36-55,Robin S. Sharma,1
36-55,Robin Scott Wilson,1
36-55,Robin Scroggs,1
36-55,Robin T. Peterson,1
36-55,Robin Thrush,1
36-55,Robin Troy,1
36-55,Robin Upward,1
36-55,Robin W. Bailey,1
36-55,Robin Wasserman,1
36-55,Robin West,1
36-55,Robin. Morgan,1
36-55,Robina Bockles Willson,1
36-55,Robina Williams,1
36-55,Robinson,1
36-55,Robinson Jeffers,1
36-55,Robinson Peter,1
36-55,Robley Wilson,1
36-55,Robley, Jr. Wilson,1
36-55,Robyn Anzelon,1
36-55,Robyn Arianhrod,1
36-55,Robyn Bryant,1
36-55,Robyn Landis,1
36-55,Robyn M. Feller,1
36-55,Robyn Miller,1
36-55,Robyn R. Warhol,1
36-55,Robyn-Marie Butt,1
36-55,Robynn Clairday,1
36-55,Roche Frison,1
36-55,Rochelle H. Schwab,1
36-55,Rochelle Larkin,1
36-55,Rochelle Ratner,1
36-55,Rock Hudson,1
36-55,Rocko Schamoni,1
36-55,Rod Beckstrom,1
36-55,Rod Butterworth,1
36-55,Rod Clement,1
36-55,Rod Davis,1
36-55,Rod Kane,1
36-55,Rod McQueen,1
36-55,Rod Parsley,1
36-55,Rod Quantock,1
36-55,Rod Rest,1
36-55,Rod Serling,1
36-55,Rod Theodorou,1
36-55,Rod Trinca,1
36-55,Rodale Pr Editors,1
36-55,Rodale Press,1
36-55,Roderick Beaton,1
36-55,Roderick L. Haig-Brown,1
36-55,Roderick Mackinnon,1
36-55,Roderick Stewart,1
36-55,Roderick Townley,1
36-55,Rodger P. Doyle,1
36-55,Rodger Streitmatter,1
36-55,Rodney Allen Brooks,1
36-55,Rodney Ball,1
36-55,Rodney Castleden,1
36-55,Rodney Clapp,1
36-55,Rodney Dale,1
36-55,Rodney Dangerfield,1
36-55,Rodney Legg,1
36-55,Rodney Peppe,1
36-55,Roebuck and Company Sears,1
36-55,Roger  Jahnke,1
36-55,Roger  Siminoff,1
36-55,Roger A. Freeman,1
36-55,Roger Allan Macdonald,1
36-55,Roger B, Jr. Yepsen,1
36-55,Roger B. Goodman,1
36-55,Roger B. Swain,1
36-55,Roger Baker,1
36-55,Roger Black,1
36-55,Roger Bootle,1
36-55,Roger C. Palms,1
36-55,Roger C. Schank,1
36-55,Roger Campbell,1
36-55,Roger Carter,1
36-55,Roger Duvoisin,1
36-55,Roger E.  Axtell,1
36-55,Roger E. Axtell,1
36-55,Roger E. Moore,1
36-55,Roger Edmonson,1
36-55,Roger Falk,1
36-55,Roger Fulford,1
36-55,Roger G. Kennedy,1
36-55,Roger G. Newton,1
36-55,Roger Garside,1
36-55,Roger Generazzo,1
36-55,Roger Goldman,1
36-55,Roger H. Bruning,1
36-55,Roger Hart,1
36-55,Roger Hayes,1
36-55,Roger Hedgecock,1
36-55,Roger Hunt,1
36-55,Roger J. Lincoln,1
36-55,Roger J. Magnuson,1
36-55,Roger J. Woolger,1
36-55,Roger John Tayler,1
36-55,Roger K. Leir,1
36-55,Roger K. Mosvick,1
36-55,Roger Kimball,1
36-55,Roger L. Disilvestro,1
36-55,Roger L. Welsch,1
36-55,Roger Lass,1
36-55,Roger Leroy Miller,1
36-55,Roger Lewin,1
36-55,Roger M. Schwarz,1
36-55,Roger Martin du Gard,1
36-55,Roger McGough,1
36-55,Roger McKenzie,1
36-55,Roger N Shepard,1
36-55,Roger Pierangelo,1
36-55,Roger Pond,1
36-55,Roger Price,1
36-55,Roger R. Hock,1
36-55,Roger S. Baum,1
36-55,Roger S. Pressman,1
36-55,Roger Schachtel,1
36-55,Roger Schlesinger,1
36-55,Roger Sharp,1
36-55,Roger Smith,1
36-55,Roger Taylor,1
36-55,Roger Therond,1
36-55,Roger Took,1
36-55,Roger Vadim,1
36-55,Roger Walker,1
36-55,Roger Walton,1
36-55,Roger White,1
36-55,Roger Wilkes,1
36-55,Roger Y Stanier,1
36-55,Roisin McAuley,1
36-55,Rokelle Lerner,1
36-55,Roland A. Lange,1
36-55,Roland Cheek,1
36-55,Roland Dusik,1
36-55,Roland Flamini,1
36-55,Roland Gerstmeier,1
36-55,Roland Lazenby,1
36-55,Roland Lewis,1
36-55,Roland Smith,1
36-55,Roland Werner,1
36-55,Rolando Costa Picazo,1
36-55,Rolf  Jensen,1
36-55,Rolf Arnold MÃ¼ller,1
36-55,Rolf Besser,1
36-55,Rolf E. Aaseng,1
36-55,Rolf Fjelde,1
36-55,Rolf Harris,1
36-55,Rolfe Carawan,1
36-55,Rolland E Kidder,1
36-55,Rolland E. Kidder,1
36-55,Rolling Stone Magazine,1
36-55,Rollins,1
36-55,Rollo May,1
36-55,Rom HarrÃ©,1
36-55,Roma Bishop,1
36-55,Roma Felible,1
36-55,Roma Ligocka,1
36-55,Roman Dirge,1
36-55,Roman Gary,1
36-55,Roman Loranc,1
36-55,Roman Pelts,1
36-55,Roman Polanski,1
36-55,Roman Scherer A. G.,1
36-55,Roman Vishniac,1
36-55,Romana Petri,1
36-55,Romeo Muller,1
36-55,Romesh Gunesekera,1
36-55,Romila Thapar,1
36-55,Ron,1
36-55,Ron  Gilster,1
36-55,Ron Arias,1
36-55,Ron Ayres,1
36-55,Ron Brackin,1
36-55,Ron Breitstein,1
36-55,Ron Bunney,1
36-55,Ron Butlin,1
36-55,Ron Castell,1
36-55,Ron Charles,1
36-55,Ron Cordes,1
36-55,Ron Cyr,1
36-55,Ron Dalby,1
36-55,Ron Fisher,1
36-55,Ron Gilster,1
36-55,Ron Gomez,1
36-55,Ron Grover,1
36-55,Ron Harris,1
36-55,Ron Howell,1
36-55,Ron Hudspeth,1
36-55,Ron Jones,1
36-55,Ron Klug,1
36-55,Ron Knapp,1
36-55,Ron Kray,1
36-55,Ron L. Davis,1
36-55,Ron L. Hubbard,1
36-55,Ron Larson,1
36-55,Ron Luce,1
36-55,Ron Marr,1
36-55,Ron McAdoo,1
36-55,Ron Naveen,1
36-55,Ron Olson,1
36-55,Ron Padgett,1
36-55,Ron Picarski,1
36-55,Ron Popeil,1
36-55,Ron Ranson,1
36-55,Ron Rubin,1
36-55,Ron Russo,1
36-55,Ron Soukup,1
36-55,Ron Stob,1
36-55,Ron Taylor,1
36-55,Ron Tiner,1
36-55,Ron White,1
36-55,Ron Willingham,1
36-55,Ron Zalme,1
36-55,Rona Beame,1
36-55,Rona Berg,1
36-55,Rona Subotnik,1
36-55,Ronald Anthony Cross,1
36-55,Ronald B. Querry,1
36-55,Ronald B. Shwartz,1
36-55,Ronald B. Tobias,1
36-55,Ronald Blythe,1
36-55,Ronald C. Modra,1
36-55,Ronald Dunn,1
36-55,Ronald E. Clements,1
36-55,Ronald F. Bridges,1
36-55,Ronald Fields,1
36-55,Ronald Firbank,1
36-55,Ronald Frederick Henry Duncan,1
36-55,Ronald G. Nathan,1
36-55,Ronald Gutberlet,1
36-55,Ronald H. Fritze,1
36-55,Ronald H. Spector,1
36-55,Ronald Herder,1
36-55,Ronald Jager,1
36-55,Ronald K. Siegel,1
36-55,Ronald Kelly,1
36-55,Ronald L Goldfarb,1
36-55,Ronald L. Donaghe,1
36-55,Ronald L. Hoffman,1
36-55,Ronald L., M.D. Hoffman,1
36-55,Ronald Lawler,1
36-55,Ronald M., M.D. Podell,1
36-55,Ronald MacDonald Douglas,1
36-55,Ronald Markman,1
36-55,Ronald Markman MD,1
36-55,Ronald McPeak,1
36-55,Ronald P Uhlig,1
36-55,Ronald P. Westmoreland,1
36-55,Ronald R. Fieve,1
36-55,Ronald Reed Jackson,1
36-55,Ronald Russell,1
36-55,Ronald S. Brandt,1
36-55,Ronald S. Joseph,1
36-55,Ronald Santoni,1
36-55,Ronald Steel,1
36-55,Ronald Story,1
36-55,Ronald Sukenick,1
36-55,Ronald Throop,1
36-55,Ronald W Fry,1
36-55,Ronald W. Richardson,1
36-55,Ronald W. Toseland,1
36-55,Ronald Wartow,1
36-55,Ronald Wegen,1
36-55,Ronald Welch,1
36-55,Ronald, Searle,1
36-55,Ronan,1
36-55,Ronan Coghlan,1
36-55,Ronda Coleman,1
36-55,Ronda Gates,1
36-55,Ronder Thomas Young,1
36-55,Ronn Kaiser,1
36-55,Ronnen Levinson,1
36-55,Ronnie Eisenberg,1
36-55,Ronnie Golz,1
36-55,Ronnie Sellers,1
36-55,Ronnie Shushan,1
36-55,Ronnie Spector,1
36-55,Ronnie W. Floyd,1
36-55,Ronya. Kozmetsky,1
36-55,Roque Dalton,1
36-55,Rory Barnes,1
36-55,Rory Foster,1
36-55,Rory Nugent,1
36-55,Rory Storm,1
36-55,Ros Asquith,1
36-55,Rosa Parks,1
36-55,Rosa Regas,1
36-55,Rosa Ross,1
36-55,Rosalea Murphy,1
36-55,Rosaleen Love,1
36-55,Rosalia de Castro,1
36-55,Rosalie Bonanno,1
36-55,Rosalie Bryant,1
36-55,Rosalie Cheney Fiske,1
36-55,Rosalie Douglas,1
36-55,Rosalie Ferrer Kramer,1
36-55,Rosalie K. Fry,1
36-55,Rosalie Upton,1
36-55,Rosalind Ashe,1
36-55,Rosalind Belben,1
36-55,Rosalind Cowdray,1
36-55,Rosalind Creasy,1
36-55,Rosalind Driver,1
36-55,Rosalind Fitter,1
36-55,Rosalind Kerven,1
36-55,Rosalind Macphee,1
36-55,Rosalind W. Picard,1
36-55,Rosalind Wiseman,1
36-55,Rosalyn Drexler,1
36-55,Rosalyn Meadow,1
36-55,Rosamond Siemon,1
36-55,Rosamund Bell,1
36-55,Rosamund Grant,1
36-55,Rosamund Stone Zander,1
36-55,Rosamunde. Pilcher,1
36-55,Rosanne Cohn,1
36-55,Rose AuslÃ¤nder,1
36-55,Rose Block,1
36-55,Rose Butler Browne,1
36-55,Rose Cooper,1
36-55,Rose Earhart,1
36-55,Rose Greydanu,1
36-55,Rose Houk,1
36-55,Rose Impey,1
36-55,Rose Leibundguth,1
36-55,Rose MacAulay,1
36-55,Rose Marie Abbot,1
36-55,Rose Meadows,1
36-55,Rose Virgo,1
36-55,Rose Williams,1
36-55,Rose-Marie Hagen,1
36-55,Rosella Rossi,1
36-55,Roselle K. Chartock,1
36-55,Roselyne Bertin,1
36-55,Rosemarie Lennon,1
36-55,Rosemarie Stewart,1
36-55,Rosemary Attlee,1
36-55,Rosemary Billam,1
36-55,Rosemary Cania Maio,1
36-55,Rosemary Clement,1
36-55,Rosemary Conley,1
36-55,Rosemary Court,1
36-55,Rosemary E Guiley,1
36-55,Rosemary Enright,1
36-55,Rosemary Gladstar,1
36-55,Rosemary Grace,1
36-55,Rosemary Hamilton,1
36-55,Rosemary Hawthorne,1
36-55,Rosemary Jarman,1
36-55,Rosemary Laurey,1
36-55,Rosemary Luling Haughton,1
36-55,Rosemary Mahoney,1
36-55,Rosemary Simpson,1
36-55,Rosemary Sisson,1
36-55,Rosemary Stones,1
36-55,Rosemary Sullivan,1
36-55,Rosemary Verey,1
36-55,Rosemary Vernon,1
36-55,Rosemary Wadey,1
36-55,Rosemary Wallner,1
36-55,Rosemary Weissman,1
36-55,Rosen,1
36-55,Rosendorfer,1
36-55,Rosetta Loy,1
36-55,Rosetta Reitz,1
36-55,Rosey Grier,1
36-55,Rosie Boycott,1
36-55,Rosie Harlow,1
36-55,Rosie Heywood,1
36-55,Rosie Rushton,1
36-55,Rosilind K. Marshall,1
36-55,Rosina-Fawzia B. Al-Rawi,1
36-55,Roslyn Carrington,1
36-55,Roslyn MacDonald,1
36-55,Roslynn Patrick,1
36-55,Rosmarie Hausherr,1
36-55,Ross A. MacInnes,1
36-55,Ross Anderson,1
36-55,Ross Birrell,1
36-55,Ross Eckler,1
36-55,Ross Firestone,1
36-55,Ross H. Johnson,1
36-55,Ross H. Spencer,1
36-55,Ross LaManna,1
36-55,Ross Mars,1
36-55,Ross Robert Olney,1
36-55,Ross Seidel,1
36-55,Ross Shepard Kraemer,1
36-55,Ross West,1
36-55,Roszak,1
36-55,Rowan Moore,1
36-55,Rowan Williams,1
36-55,Rowena Cherry,1
36-55,Rowling J K,1
36-55,Roxana Ferllini Timms,1
36-55,Roxanne Conrad,1
36-55,Roxanne Longstreet Conrad,1
36-55,Roxi Ashe,1
36-55,Roxie Munro,1
36-55,Roy,1
36-55,Roy A. K. Heath,1
36-55,Roy Alexander,1
36-55,Roy C Strong,1
36-55,Roy Carr,1
36-55,Roy Chapman Andrews,1
36-55,Roy Christian,1
36-55,Roy Clark,1
36-55,Roy Doty,1
36-55,Roy E Davis,1
36-55,Roy English,1
36-55,Roy H. Lanier,1
36-55,Roy Harley Lewis,1
36-55,Roy Hart,1
36-55,Roy Jacobsen,1
36-55,Roy Jenkins,1
36-55,Roy Keane,1
36-55,Roy L. Stewart,1
36-55,Roy McConkey,1
36-55,Roy McMullen,1
36-55,Roy Morris Jr.,1
36-55,Roy Newquist,1
36-55,Roy Sorrels,1
36-55,Roy Sparkia,1
36-55,Roy Strong,1
36-55,Roy Thomas,1
36-55,Roy V. Young,1
36-55,Roy W. Poe,1
36-55,Roy Wandelmaier,1
36-55,Roy and Evans, Dale Rogers,1
36-55,Royal Geographic Society,1
36-55,Royal L. Garff,1
36-55,Royall Tyler,1
36-55,Royce Flippin,1
36-55,Royston M.  Roberts,1
36-55,Royston M. Roberts,1
36-55,Roz D. Fox,1
36-55,Roz Dennyk Fox,1
36-55,Ruaridh Nicoll,1
36-55,Ruby Horansky,1
36-55,Ruby Jensen,1
36-55,Ruby L. Kennedy,1
36-55,Ruby Nelson,1
36-55,Rudi Dutschke,1
36-55,Rudi van Dantzig,1
36-55,Rudiger Riehl,1
36-55,Rudiger Safranski,1
36-55,Rudolf Dreikurs,1
36-55,Rudolf Elvers,1
36-55,Rudolf Franz Flesch,1
36-55,Rudolf Handstanger,1
36-55,Rudolf Kloiber,1
36-55,Rudolf M. Dekker,1
36-55,Rudolf Otto Wiemer,1
36-55,Rudolf PÃ¤tzold,1
36-55,Rudolf Ritsema,1
36-55,Rudolf SubÃ­k,1
36-55,Rudolph F. Verderber,1
36-55,Rudolph Giuliani,1
36-55,Rudolph M. Ballentine,1
36-55,Rudolph Vrba,1
36-55,Rudy Behlmer,1
36-55,Rudy De Reyna,1
36-55,Rudy Shur,1
36-55,Rudy Tomjanovich,1
36-55,Rufina Philby,1
36-55,Rupert Brooke,1
36-55,Rupert Fawcett,1
36-55,Rupert Furneaux,1
36-55,Rupert Gould,1
36-55,Rupert Morgan,1
36-55,Rupert Mountjoy,1
36-55,Rupert Neudeck,1
36-55,Rupert Oliver,1
36-55,Rushton,1
36-55,Russ Edwards,1
36-55,Russ Jolley,1
36-55,Russ Kerr,1
36-55,Russ Parsons,1
36-55,Russ Shipton,1
36-55,Russ Whitney,1
36-55,Russel J. Reiter,1
36-55,Russell A. Barkley,1
36-55,Russell Allen. Stultz,1
36-55,Russell Atwood,1
36-55,Russell B. Shaw,1
36-55,Russell Bintliff,1
36-55,Russell Borland,1
36-55,Russell C Mott,1
36-55,Russell Charles Wheeler,1
36-55,Russell Ciochon,1
36-55,Russell Gould,1
36-55,Russell H. Conwell,1
36-55,Russell Jacoby,1
36-55,Russell K. Schroeder,1
36-55,Russell L Drake,1
36-55,Russell L.  Ackoff,1
36-55,Russell Moon,1
36-55,Russell Robinson,1
36-55,Russell Rocke,1
36-55,Russell Rowland,1
36-55,Russell Taylor,1
36-55,Russell Vorpagel,1
36-55,Russell Warren Howe,1
36-55,Rustie Brown,1
36-55,Rusty Hoffland,1
36-55,Rusty Miller,1
36-55,Rusty Van Reeves,1
36-55,Ruth  Maran,1
36-55,Ruth A. Nelson,1
36-55,Ruth A. Tucker,1
36-55,Ruth Adams,1
36-55,Ruth Alana Smith,1
36-55,Ruth Altbeker Cyprys,1
36-55,Ruth Ann Keyso,1
36-55,Ruth Anne Kocour,1
36-55,Ruth Appleby,1
36-55,Ruth Baetz,1
36-55,Ruth Barnes Moynihan,1
36-55,Ruth Bell,1
36-55,Ruth Bell Alexander,1
36-55,Ruth Below Gross,1
36-55,Ruth Berger,1
36-55,Ruth Berolzheimer,1
36-55,Ruth Bradley Holmes,1
36-55,Ruth Brandon,1
36-55,Ruth Brown,1
36-55,Ruth C. Butler,1
36-55,Ruth Campbell,1
36-55,Ruth Coughlin,1
36-55,Ruth Cracknell,1
36-55,Ruth Doan MacDougall,1
36-55,Ruth Duthie,1
36-55,Ruth Elaine Maxwell,1
36-55,Ruth Elwin Harris,1
36-55,Ruth F. Poris,1
36-55,Ruth Falk,1
36-55,Ruth Fishel,1
36-55,Ruth Gamberg,1
36-55,Ruth Goode,1
36-55,Ruth Gruber,1
36-55,Ruth H. Calkin,1
